Startingtest
64938,4041
27578,38923
56402,43970
23128,6262
22500,475
17604,22555
52163,15254
46927,62305
37662,9653
27439,43037
46408,46648
27632,44932
27758,3402
26073,64427
16,37415
1383,33685
20924,58927
45003,7986
8971,22684
61987,38163
26678,8766
24323,32218
28014,43564
57987,32160
54680,63366
62466,11638
13525,12542
10050,25637
37431,29074
40062,36427
32329,7504
57858,3178
1599,18136
6502,44677
60860,60411
55421,16077
35157,6921
35002,11725
31600,8282
31297,11527
4997,24236
36340,50897
10769,63635
62212,12068
1591,7684
53245,65337
11225,46148
58811,45418
13281,49182
57100,31003
29857,62709
9158,36566
15889,471
32729,22302
14666,22438
52593,2143
2034,49083
12204,49526
44754,59832
9313,52303
60805,22048
7343,53212
18752,662
49527,40204
31207,42894
44296,23645
25604,19479
27718,28893
11196,3377
4084,49989
55491,63878
5512,25507
6470,15438
33631,34486
673,6959
46272,43979
51588,64968
59242,59101
61205,20814
35868,6554
54970,27011
20050,57325
13001,36238
60957,46528
38781,39623
19330,21969
46325,63772
17064,37857
29665,30446
33218,35888
41500,33419
1035,33329
12323,2142
9325,45970
17196,35197
50028,15663
40156,14137
11257,11409
10352,54548
4502,3839
63826,51058
54442,16512
42853,28655
63461,56464
56932,44085
34258,34210
14876,59632
44265,2726
6356,33852
37831,43437
43759,33644
20171,2023
45091,16916
38984,54563
10228,37519
645,10338
35868,17079
28791,44126
37295,57372
17193,33992
23204,36133
49180,58124
18765,2580
52135,15291
13692,21357
51226,9749
48887,40335
16562,48658
46328,24302
26574,51801
33439,849
39856,44441
49539,11960
50,10829
59271,16091
44139,52891
2599,19599
9887,20710
58367,2618
21490,29296
45157,16681
24744,55214
47786,39524
12591,53702
9092,46944
23182,64720
20546,55136
46131,23432
46965,60397
28211,35424
46430,21522
14169,1372
26261,48827
28108,15266
13404,48779
18361,27120
46691,36874
49404,16850
49529,30247
65441,59774
41030,3164
39885,21487
42431,27718
4110,42980
11078,46601
60333,17206
16207,41401
